acc,species,chromosome,start,end,strand
ENSG00000080031,Homo_sapiens,19,55181248,55209456,-1
ENSG00000099326,Homo_sapiens,19,58569205,58572775,-1
ENSG00000090924,Homo_sapiens,19,39415193,39425739,1
ENSG00000105549,Homo_sapiens,19,362163,376670,-1
ENSG00000105223,Homo_sapiens,19,40367710,40370228,1
ENSG00000131116,Homo_sapiens,19,43607628,43619599,-1
ENSG00000186111,Homo_sapiens,19,3636601,3700390,-1
ENSG00000187474,Homo_sapiens,19,51817684,51825808,1
ENSG00000188493,Homo_sapiens,19,40744944,40749594,-1
ENSG00000105707,Homo_sapiens,19,35041766,35066558,1
ENSG00000063176,Homo_sapiens,19,48619291,48630406,1
ENSG00000198597,Homo_sapiens,19,30372412,30558059,1
ENSG00000188321,Homo_sapiens,19,9323772,9343843,1
ENSG00000188283,Homo_sapiens,19,37226464,37248738,1
ENSG00000160472,Homo_sapiens,19,55376836,55378244,1
ENSG00000105697,Homo_sapiens,19,35282346,35285143,1
ENSG00000167601,Homo_sapiens,19,41226755,41260204,1
ENSG00000105486,Homo_sapiens,19,48115524,48165627,-1
ENSG00000105053,Homo_sapiens,19,50007778,50025372,-1
ENSG00000104976,Homo_sapiens,19,7921015,7923250,1
ENSG00000071626,Homo_sapiens,19,1407735,1432690,1
ENSG00000183617,Homo_sapiens,19,3762705,3768575,1
ENSG00000131042,Homo_sapiens,19,54273822,54281178,-1
ENSG00000196437,Homo_sapiens,19,37412555,37444959,-1
ENSG00000099783,Homo_sapiens,19,8444990,8489110,1
ENSG00000179213,Homo_sapiens,19,51263882,51269328,1
ENSG00000245680,Homo_sapiens,19,37184820,37190476,-1
ENSG00000088002,Homo_sapiens,19,48575540,48599425,1
ENSG00000172232,Homo_sapiens,19,827836,832018,1
ENSG00000007080,Homo_sapiens,19,17936251,17943321,1
ENSG00000171649,Homo_sapiens,19,57584260,57592390,1
ENSG00000272395,Homo_sapiens,19,39246314,39248856,-1
ENSG00000130755,Homo_sapiens,19,39328384,39336024,-1
ENSG00000104881,Homo_sapiens,19,45379638,45406349,-1
ENSG00000099308,Homo_sapiens,19,18097793,18151692,1
ENSG00000167785,Homo_sapiens,19,8809706,8822889,-1
ENSG00000121417,Homo_sapiens,19,57633167,57642779,1
ENSG00000087086,Homo_sapiens,19,48965301,48966878,1
ENSG00000130522,Homo_sapiens,19,18280019,18280929,-1
ENSG00000005206,Homo_sapiens,19,2339158,2343972,1
ENSG00000283632,Homo_sapiens,19,45213069,45231852,-1
ENSG00000177191,Homo_sapiens,19,41425359,41428730,-1
ENSG00000063180,Homo_sapiens,19,48638022,48639459,-1
ENSG00000105443,Homo_sapiens,19,48475100,48482313,1
ENSG00000170684,Homo_sapiens,19,45071501,45076587,-1
ENSG00000105559,Homo_sapiens,19,48837097,48868632,-1
ENSG00000267173,Homo_sapiens,19,44329695,44401608,-1
ENSG00000099337,Homo_sapiens,19,38319844,38332076,1
ENSG00000074181,Homo_sapiens,19,15177911,15200902,-1
ENSG00000130304,Homo_sapiens,19,17500366,17504900,1
ENSG00000167757,Homo_sapiens,19,51024303,51026616,-1
ENSG00000171295,Homo_sapiens,19,11829986,11831678,1
ENSG00000267508,Homo_sapiens,19,44385929,44401575,-1
ENSG00000153896,Homo_sapiens,19,34758076,34773215,-1
ENSG00000254521,Homo_sapiens,19,51491641,51500373,-1
ENSG00000267179,Homo_sapiens,19,11925075,11979290,1
ENSG00000132003,Homo_sapiens,19,13805061,13831274,1
ENSG00000141873,Homo_sapiens,19,2734524,2740028,-1
ENSG00000171606,Homo_sapiens,19,58183454,58213552,1
ENSG00000183397,Homo_sapiens,19,3539154,3544030,1
ENSG00000063245,Homo_sapiens,19,55676625,55695441,1
ENSG00000167754,Homo_sapiens,19,50948750,50952942,-1
ENSG00000105325,Homo_sapiens,19,3522990,3534836,1
ENSG00000142444,Homo_sapiens,19,10928733,10930254,1
ENSG00000104833,Homo_sapiens,19,6496179,6502803,-1
ENSG00000283980,Homo_sapiens,19,12688049,12688372,1
ENSG00000244482,Homo_sapiens,19,54238953,54242751,-1
ENSG00000263264,Homo_sapiens,19,7348943,7383385,1
ENSG00000142279,Homo_sapiens,19,34482528,34498629,1
ENSG00000099622,Homo_sapiens,19,1269268,1272443,1
ENSG00000133250,Homo_sapiens,19,8511335,8514148,-1
ENSG00000197360,Homo_sapiens,19,22391019,22422346,-1
ENSG00000064607,Homo_sapiens,19,18992925,19033539,-1
ENSG00000086548,Homo_sapiens,19,41755421,41772208,1
ENSG00000161681,Homo_sapiens,19,50661965,50716919,-1
ENSG00000272333,Homo_sapiens,19,35718019,35738878,1
ENSG00000129353,Homo_sapiens,19,10625525,10644557,1
ENSG00000008382,Homo_sapiens,19,4343711,4360038,1
ENSG00000126456,Homo_sapiens,19,49662539,49664838,-1
ENSG00000283567,Homo_sapiens,19,55463002,55464707,-1
ENSG00000129968,Homo_sapiens,19,1876979,1881585,-1
ENSG00000104938,Homo_sapiens,19,7763149,7769604,1
ENSG00000179115,Homo_sapiens,19,12930307,12933711,-1
ENSG00000076662,Homo_sapiens,19,10335889,10339624,-1
ENSG00000269067,Homo_sapiens,19,22975468,23003176,-1
ENSG00000105197,Homo_sapiens,19,39480412,39490888,1
ENSG00000104972,Homo_sapiens,19,54630410,54637528,1
ENSG00000198346,Homo_sapiens,19,53467735,53496255,1
ENSG00000132000,Homo_sapiens,19,13931187,13938476,-1
ENSG00000197951,Homo_sapiens,19,56595300,56626481,1
ENSG00000185385,Homo_sapiens,19,14880326,14881452,-1
ENSG00000130309,Homo_sapiens,19,17568613,17580806,1
ENSG00000189001,Homo_sapiens,19,35523367,35528351,-1
ENSG00000170920,Homo_sapiens,19,9126012,9126950,-1
ENSG00000124467,Homo_sapiens,19,42754233,42765679,-1
ENSG00000198131,Homo_sapiens,19,58243963,58264092,1
ENSG00000104970,Homo_sapiens,19,54532760,54545771,1
ENSG00000223547,Homo_sapiens,19,12064699,12081565,1
ENSG00000105509,Homo_sapiens,19,51713892,51719469,-1
ENSG00000129347,Homo_sapiens,19,10553078,10566037,-1
ENSG00000095066,Homo_sapiens,19,12772190,12775570,-1
ENSG00000105398,Homo_sapiens,19,47870466,47886397,-1
ENSG00000105538,Homo_sapiens,19,48720587,48740721,-1
ENSG00000160161,Homo_sapiens,19,19538265,19546659,1
ENSG00000076984,Homo_sapiens,19,7903891,7914478,1
ENSG00000167766,Homo_sapiens,19,52612367,52638391,-1
ENSG00000174837,Homo_sapiens,19,6896406,6913735,1
ENSG00000131355,Homo_sapiens,19,14619117,14674918,-1
ENSG00000160633,Homo_sapiens,19,5623153,5668326,1
ENSG00000174951,Homo_sapiens,19,48748011,48755390,-1
ENSG00000188051,Homo_sapiens,19,17435509,17448567,-1
ENSG00000105438,Homo_sapiens,19,48384239,48391511,-1
ENSG00000152454,Homo_sapiens,19,57940833,57947671,-1
ENSG00000204611,Homo_sapiens,19,52113091,52139917,-1
ENSG00000105669,Homo_sapiens,19,18899573,18919375,-1
ENSG00000188039,Homo_sapiens,19,16731167,16817963,1
ENSG00000161847,Homo_sapiens,19,10317474,10333638,-1
ENSG00000089639,Homo_sapiens,19,19629843,19643561,-1
ENSG00000178934,Homo_sapiens,19,38789211,38791749,1
ENSG00000196646,Homo_sapiens,19,12163064,12189881,1
ENSG00000130669,Homo_sapiens,19,39168611,39179406,1
ENSG00000126457,Homo_sapiens,19,49677152,49688450,1
ENSG00000104883,Homo_sapiens,19,7476901,7488972,-1
ENSG00000242221,Homo_sapiens,19,43065489,43075407,-1
ENSG00000186326,Homo_sapiens,19,32675407,32678300,1
ENSG00000124440,Homo_sapiens,19,46303849,46338538,1
ENSG00000269699,Homo_sapiens,19,56774562,56840729,-1
ENSG00000268500,Homo_sapiens,19,51612091,51646889,-1
ENSG00000132004,Homo_sapiens,19,12689216,12696581,-1
ENSG00000167685,Homo_sapiens,19,56141321,56160893,1
ENSG00000187650,Homo_sapiens,19,5904858,5910853,1
ENSG00000076928,Homo_sapiens,19,41923094,41930127,1
ENSG00000076826,Homo_sapiens,19,7595902,7618304,1
ENSG00000173928,Homo_sapiens,19,11374685,11376951,1
ENSG00000159885,Homo_sapiens,19,44025400,44033112,1
ENSG00000105507,Homo_sapiens,19,48029953,48044053,-1
ENSG00000170956,Homo_sapiens,19,41796590,41811553,1
ENSG00000117877,Homo_sapiens,19,45406691,45409786,1
ENSG00000142513,Homo_sapiens,19,50790415,50795224,1
ENSG00000007047,Homo_sapiens,19,45251292,45305283,1
ENSG00000105677,Homo_sapiens,19,35545681,35547397,1
ENSG00000130176,Homo_sapiens,19,11547840,11550321,1
ENSG00000161671,Homo_sapiens,19,50476521,50483198,1
ENSG00000178093,Homo_sapiens,19,19514219,19515685,-1
ENSG00000167635,Homo_sapiens,19,36214602,36238771,1
ENSG00000105185,Homo_sapiens,19,32581526,32587414,1
ENSG00000214212,Homo_sapiens,19,10848402,10869790,1
ENSG00000188505,Homo_sapiens,19,39196961,39201884,1
ENSG00000167644,Homo_sapiens,19,38304164,38305006,1
ENSG00000230510,Homo_sapiens,19,46525476,46600931,-1
ENSG00000169136,Homo_sapiens,19,49930219,49932632,1
ENSG00000104979,Homo_sapiens,19,13774824,13778462,1
ENSG00000167671,Homo_sapiens,19,4448396,4455438,-1
ENSG00000188368,Homo_sapiens,19,42302132,42310821,1
ENSG00000160953,Homo_sapiens,19,1356390,1373160,1
ENSG00000127666,Homo_sapiens,19,4816235,4817970,-1
ENSG00000225950,Homo_sapiens,19,49061568,49065054,-1
ENSG00000161281,Homo_sapiens,19,36151013,36152436,-1
ENSG00000126246,Homo_sapiens,19,35740017,35741347,-1
ENSG00000167460,Homo_sapiens,19,16081723,16093581,1
ENSG00000105392,Homo_sapiens,19,47821907,47843323,1
ENSG00000105245,Homo_sapiens,19,40681003,40690164,-1
ENSG00000105255,Homo_sapiens,19,4323035,4323665,1
ENSG00000130158,Homo_sapiens,19,11229001,11235754,-1
ENSG00000204604,Homo_sapiens,19,52876172,52890375,-1
ENSG00000167755,Homo_sapiens,19,50958631,50969673,-1
ENSG00000268655,Homo_sapiens,19,49017496,49020523,-1
ENSG00000167748,Homo_sapiens,19,50819153,50823784,-1
ENSG00000105612,Homo_sapiens,19,12876254,12881466,-1
ENSG00000065000,Homo_sapiens,19,2118821,2164468,-1
ENSG00000284797,Homo_sapiens,19,18250039,18255419,-1
ENSG00000180257,Homo_sapiens,19,52949442,52962882,-1
ENSG00000004777,Homo_sapiens,19,35775602,35788670,1
ENSG00000090659,Homo_sapiens,19,7743175,7747511,-1
ENSG00000011600,Homo_sapiens,19,35904560,35908295,-1
ENSG00000096996,Homo_sapiens,19,18070562,18086932,-1
ENSG00000167618,Homo_sapiens,19,54502907,54510687,1
ENSG00000196235,Homo_sapiens,19,39445546,39476666,1
ENSG00000268083,Homo_sapiens,19,38817471,38840178,-1
ENSG00000104825,Homo_sapiens,19,38899700,38908891,1
ENSG00000088038,Homo_sapiens,19,54144005,54155680,1
ENSG00000167772,Homo_sapiens,19,8364398,8374370,1
ENSG00000167646,Homo_sapiens,19,55158661,55166722,-1
ENSG00000079999,Homo_sapiens,19,10499398,10502685,-1
ENSG00000063241,Homo_sapiens,19,55455002,55461626,-1
ENSG00000268790,Homo_sapiens,19,16577651,16660104,-1
ENSG00000011243,Homo_sapiens,19,15380050,15419026,-1
ENSG00000188508,Homo_sapiens,19,35487326,35490531,-1
ENSG00000160113,Homo_sapiens,19,17231883,17245940,-1
ENSG00000105429,Homo_sapiens,19,42326244,42377786,1
ENSG00000197446,Homo_sapiens,19,41114432,41128254,1
ENSG00000163098,Homo_sapiens,19,53289601,53291626,-1
ENSG00000118156,Homo_sapiens,19,47520691,47555856,-1
ENSG00000177599,Homo_sapiens,19,11798530,11808093,1
ENSG00000166359,Homo_sapiens,19,33132094,33175795,1
ENSG00000094661,Homo_sapiens,19,15086980,15088221,1
ENSG00000268533,Homo_sapiens,19,57394183,57438457,1
ENSG00000105364,Homo_sapiens,19,10251964,10260043,1
ENSG00000062822,Homo_sapiens,19,50413866,50417923,1
ENSG00000086544,Homo_sapiens,19,40717103,40740860,1
ENSG00000184162,Homo_sapiens,19,19202058,19203375,-1
ENSG00000099624,Homo_sapiens,19,1242505,1244825,1
ENSG00000250067,Homo_sapiens,19,19528895,19537581,1
ENSG00000213024,Homo_sapiens,19,49908106,49929504,-1
ENSG00000268434,Homo_sapiens,19,45779472,45785713,-1
ENSG00000196705,Homo_sapiens,19,21142077,21183158,1
ENSG00000178928,Homo_sapiens,19,47801243,47819051,-1
ENSG00000198028,Homo_sapiens,19,9466507,9498607,-1
ENSG00000213988,Homo_sapiens,19,20078021,20119752,1
ENSG00000174586,Homo_sapiens,19,58355561,58362848,-1
ENSG00000171105,Homo_sapiens,19,7116627,7294034,-1
ENSG00000188032,Homo_sapiens,19,14081891,14085789,-1
ENSG00000099331,Homo_sapiens,19,17101656,17213294,1
ENSG00000167749,Homo_sapiens,19,50906934,50909328,-1
ENSG00000105492,Homo_sapiens,19,51519999,51531803,-1
ENSG00000127540,Homo_sapiens,19,1598922,1605473,-1
ENSG00000064490,Homo_sapiens,19,19194052,19199195,1
ENSG00000126261,Homo_sapiens,19,34458714,34469398,1
ENSG00000123159,Homo_sapiens,19,14477760,14496149,-1
ENSG00000130165,Homo_sapiens,19,11553043,11559236,-1
ENSG00000176909,Homo_sapiens,19,48714826,48719713,-1
ENSG00000160352,Homo_sapiens,19,21082200,21123151,1
ENSG00000261221,Homo_sapiens,19,55605405,55617269,1
ENSG00000218891,Homo_sapiens,19,55576770,55580821,-1
ENSG00000104814,Homo_sapiens,19,38587700,38609634,-1
ENSG00000179846,Homo_sapiens,19,45151903,45153852,-1
ENSG00000105723,Homo_sapiens,19,42230190,42241893,-1
ENSG00000197928,Homo_sapiens,19,53235385,53251630,-1
ENSG00000261341,Homo_sapiens,19,50785731,50793142,-1
ENSG00000213015,Homo_sapiens,19,55642097,55643469,1
ENSG00000119559,Homo_sapiens,19,1475904,1479213,-1
ENSG00000130173,Homo_sapiens,19,11237450,11241943,1
ENSG00000248099,Homo_sapiens,19,17816514,17821574,-1
ENSG00000261949,Homo_sapiens,19,49426431,49428818,1
ENSG00000129932,Homo_sapiens,19,3490822,3500940,-1
ENSG00000090339,Homo_sapiens,19,10271120,10283753,1
ENSG00000105246,Homo_sapiens,19,4229498,4237531,1
ENSG00000186567,Homo_sapiens,19,44671722,44684359,1
ENSG00000130844,Homo_sapiens,19,53536323,53580269,1
ENSG00000125731,Homo_sapiens,19,6754616,6767463,-1
ENSG00000116032,Homo_sapiens,19,1000419,1009732,1
ENSG00000125735,Homo_sapiens,19,6664555,6670588,-1
ENSG00000126460,Homo_sapiens,19,49581326,49591015,1
ENSG00000099795,Homo_sapiens,19,14566078,14572062,-1
ENSG00000171936,Homo_sapiens,19,15741393,15742343,1
ENSG00000126458,Homo_sapiens,19,49635292,49640201,-1
ENSG00000129990,Homo_sapiens,19,55175793,55180276,-1
ENSG00000197256,Homo_sapiens,19,11169676,11194511,-1
ENSG00000161558,Homo_sapiens,19,48345273,48363674,-1
ENSG00000132024,Homo_sapiens,19,13923328,13930845,1
ENSG00000268861,Homo_sapiens,19,7382834,7472477,1
ENSG00000177464,Homo_sapiens,19,45589764,45602208,-1
ENSG00000134830,Homo_sapiens,19,47337114,47342015,1
ENSG00000180855,Homo_sapiens,19,12429707,12441112,-1
ENSG00000177045,Homo_sapiens,19,45764786,45769053,-1
ENSG00000012124,Homo_sapiens,19,35329169,35347355,1
ENSG00000130313,Homo_sapiens,19,17511865,17521288,1
ENSG00000153885,Homo_sapiens,19,33806924,33811828,1
ENSG00000176401,Homo_sapiens,19,39530990,39532854,-1
ENSG00000171804,Homo_sapiens,19,37884932,37906677,-1
ENSG00000196214,Homo_sapiens,19,52274462,52292724,1
ENSG00000099625,Homo_sapiens,19,1229179,1237991,-1
ENSG00000127529,Homo_sapiens,19,14941489,14942448,1
ENSG00000116014,Homo_sapiens,19,917503,920748,1
ENSG00000127527,Homo_sapiens,19,16400631,16471950,-1
ENSG00000105711,Homo_sapiens,19,35031353,35039922,1
ENSG00000214046,Homo_sapiens,19,16645680,16660130,-1
ENSG00000172000,Homo_sapiens,19,2867335,2883445,1
ENSG00000255974,Homo_sapiens,19,40843538,40850447,-1
ENSG00000278129,Homo_sapiens,19,58278951,58302805,1
ENSG00000141837,Homo_sapiens,19,13206442,13506224,-1
ENSG00000077348,Homo_sapiens,19,41391890,41397331,-1
ENSG00000131941,Homo_sapiens,19,32978593,33064888,-1
ENSG00000179855,Homo_sapiens,19,3585598,3593288,1
ENSG00000130311,Homo_sapiens,19,17309531,17323301,1
ENSG00000105352,Homo_sapiens,19,41619545,41627074,-1
ENSG00000105397,Homo_sapiens,19,10350529,10378508,-1
ENSG00000174521,Homo_sapiens,19,40216058,40218399,-1
ENSG00000159905,Homo_sapiens,19,43962723,43967600,1
ENSG00000186017,Homo_sapiens,19,36445119,36489435,-1
ENSG00000275183,Homo_sapiens,19,54461796,54463711,-1
ENSG00000104804,Homo_sapiens,19,48889528,48897459,-1
ENSG00000039650,Homo_sapiens,19,49865381,49866848,-1
ENSG00000197380,Homo_sapiens,19,46647612,46661138,-1
ENSG00000087076,Homo_sapiens,19,48813109,48835823,-1
ENSG00000083812,Homo_sapiens,19,58467045,58471466,1
ENSG00000105229,Homo_sapiens,19,4007646,4039386,1
ENSG00000160392,Homo_sapiens,19,40328413,40343805,-1
ENSG00000179954,Homo_sapiens,19,55488567,55519098,1
ENSG00000064961,Homo_sapiens,19,3576616,3579083,1
ENSG00000105722,Homo_sapiens,19,42248157,42254635,-1
ENSG00000005007,Homo_sapiens,19,18832001,18868229,1
ENSG00000105227,Homo_sapiens,19,40393768,40413366,-1
ENSG00000237247,Homo_sapiens,19,7030578,7033011,1
ENSG00000105372,Homo_sapiens,19,41860446,41871416,1
ENSG00000268696,Homo_sapiens,19,22832321,22858667,1
ENSG00000196417,Homo_sapiens,19,53395150,53412007,1
ENSG00000010361,Homo_sapiens,19,49806897,49813270,-1
ENSG00000197808,Homo_sapiens,19,36637820,36639537,-1
ENSG00000142511,Homo_sapiens,19,50770464,50771732,1
ENSG00000189042,Homo_sapiens,19,36711240,36721321,1
ENSG00000007264,Homo_sapiens,19,3777970,3789347,-1
ENSG00000130254,Homo_sapiens,19,5586999,5622980,-1
ENSG00000198633,Homo_sapiens,19,52431414,52439446,1
ENSG00000083807,Homo_sapiens,19,58498386,58511992,-1
ENSG00000169169,Homo_sapiens,19,49706079,49713731,1
ENSG00000231274,Homo_sapiens,19,55544248,55545522,-1
ENSG00000104960,Homo_sapiens,19,49851159,49860733,1
ENSG00000141994,Homo_sapiens,19,5785140,5791238,-1
ENSG00000105647,Homo_sapiens,19,18155880,18166140,1
ENSG00000131037,Homo_sapiens,19,55075903,55087848,1
ENSG00000181029,Homo_sapiens,19,7682243,7682854,1
ENSG00000186806,Homo_sapiens,19,51331818,51342124,-1
ENSG00000099821,Homo_sapiens,19,617224,633604,-1
ENSG00000076650,Homo_sapiens,19,33080880,33130542,1
ENSG00000142534,Homo_sapiens,19,49496454,49499689,1
ENSG00000099804,Homo_sapiens,19,535837,542087,1
ENSG00000181666,Homo_sapiens,19,37346297,37364447,1
ENSG00000130300,Homo_sapiens,19,17365416,17377342,-1
ENSG00000172687,Homo_sapiens,19,21359030,21372842,1
ENSG00000213023,Homo_sapiens,19,50621977,50639827,-1
ENSG00000129437,Homo_sapiens,19,51077897,51084245,-1
ENSG00000142459,Homo_sapiens,19,7846543,7863702,1
ENSG00000105063,Homo_sapiens,19,55230490,55247372,-1
ENSG00000213793,Homo_sapiens,19,52904417,52923481,-1
ENSG00000104894,Homo_sapiens,19,49337215,49340027,1
ENSG00000105520,Homo_sapiens,19,11355498,11365694,1
ENSG00000129354,Homo_sapiens,19,10581282,10587295,-1
ENSG00000124469,Homo_sapiens,19,42580241,42594930,-1
ENSG00000105205,Homo_sapiens,19,39731250,39738028,-1
ENSG00000123815,Homo_sapiens,19,40710095,40715071,-1
ENSG00000142233,Homo_sapiens,19,48661407,48673007,-1
ENSG00000196361,Homo_sapiens,19,11454403,11480625,-1
ENSG00000126453,Homo_sapiens,19,49665142,49673915,1
ENSG00000186994,Homo_sapiens,19,8323315,8343262,-1
ENSG00000105176,Homo_sapiens,19,30009080,30012899,1
ENSG00000179271,Homo_sapiens,19,12953119,12957236,-1
ENSG00000006638,Homo_sapiens,19,3594780,3606660,-1
ENSG00000171574,Homo_sapiens,19,58408777,58417091,1
ENSG00000181588,Homo_sapiens,19,1554672,1567530,-1
ENSG00000105523,Homo_sapiens,19,48600810,48613562,-1
ENSG00000178078,Homo_sapiens,19,4325459,4338809,-1
ENSG00000070388,Homo_sapiens,19,639895,644371,1
ENSG00000167751,Homo_sapiens,19,50873433,50880566,1
ENSG00000213892,Homo_sapiens,19,44701360,44710714,1
ENSG00000267631,Homo_sapiens,19,49035653,49036895,-1
ENSG00000249115,Homo_sapiens,19,35612770,35625349,1
ENSG00000079385,Homo_sapiens,19,42509207,42528481,-1
ENSG00000062370,Homo_sapiens,19,44326943,44356680,-1
ENSG00000198538,Homo_sapiens,19,52800048,52821669,-1
ENSG00000105726,Homo_sapiens,19,19645203,19663693,-1
ENSG00000197766,Homo_sapiens,19,859664,863238,1
ENSG00000160396,Homo_sapiens,19,40379271,40390187,-1
ENSG00000126264,Homo_sapiens,19,35902538,35904270,1
ENSG00000105204,Homo_sapiens,19,39825353,39834201,-1
ENSG00000176619,Homo_sapiens,19,2428166,2456996,-1
ENSG00000090674,Homo_sapiens,19,7528960,7533990,1
ENSG00000205744,Homo_sapiens,19,6467498,6481787,-1
ENSG00000105366,Homo_sapiens,19,51452376,51458456,-1
ENSG00000197013,Homo_sapiens,19,21505661,21538660,1
ENSG00000214456,Homo_sapiens,19,4522531,4535224,-1
ENSG00000224420,Homo_sapiens,19,49688664,49690575,1
ENSG00000074219,Homo_sapiens,19,49347357,49362441,-1
ENSG00000186818,Homo_sapiens,19,54663027,54667793,1
ENSG00000115266,Homo_sapiens,19,1450149,1473244,1
ENSG00000167608,Homo_sapiens,19,54160165,54173250,-1
ENSG00000167634,Homo_sapiens,19,54923509,54947505,-1
ENSG00000131142,Homo_sapiens,19,8053050,8057925,1
ENSG00000196365,Homo_sapiens,19,5691955,5719849,-1
ENSG00000104974,Homo_sapiens,19,54593660,54602090,1
ENSG00000142544,Homo_sapiens,19,51097606,51108370,-1
ENSG00000124459,Homo_sapiens,19,43912631,43924312,-1
ENSG00000131848,Homo_sapiens,19,56224793,56314513,-1
ENSG00000183207,Homo_sapiens,19,49004289,49015650,1
ENSG00000105701,Homo_sapiens,19,18539432,18543483,-1
ENSG00000105072,Homo_sapiens,19,16496394,16518619,1
ENSG00000221923,Homo_sapiens,19,52369951,52385795,1
ENSG00000174562,Homo_sapiens,19,50825756,50831513,-1
ENSG00000105695,Homo_sapiens,19,35292161,35313804,1
ENSG00000167617,Homo_sapiens,19,54465026,54473264,-1
ENSG00000104848,Homo_sapiens,19,49067418,49072941,-1
ENSG00000099812,Homo_sapiens,19,751126,764318,1
ENSG00000249861,Homo_sapiens,19,39655894,39660647,1
ENSG00000177025,Homo_sapiens,19,57958437,57974534,-1
ENSG00000080573,Homo_sapiens,19,9959561,10010471,-1
ENSG00000105610,Homo_sapiens,19,12884422,12887199,-1
ENSG00000021488,Homo_sapiens,19,32830620,32869764,-1
ENSG00000176293,Homo_sapiens,19,58059280,58069405,1
ENSG00000161640,Homo_sapiens,19,49949300,49961081,-1
ENSG00000179168,Homo_sapiens,19,38384265,38388026,-1
ENSG00000004776,Homo_sapiens,19,35755639,35758079,-1
ENSG00000013275,Homo_sapiens,19,39971170,39981441,1
ENSG00000105122,Homo_sapiens,19,15451658,15456599,-1
ENSG00000105426,Homo_sapiens,19,5206537,5286163,-1
ENSG00000053501,Homo_sapiens,19,17215398,17219829,1
ENSG00000223573,Homo_sapiens,19,5562636,5567953,-1
ENSG00000173809,Homo_sapiens,19,32720013,32827414,1
ENSG00000180448,Homo_sapiens,19,1077487,1086628,1
ENSG00000105755,Homo_sapiens,19,43507628,43527201,-1
ENSG00000188785,Homo_sapiens,19,57389897,57400163,1
ENSG00000011485,Homo_sapiens,19,46347108,46390852,1
ENSG00000141858,Homo_sapiens,19,14087840,14090708,-1
ENSG00000169515,Homo_sapiens,19,46410372,46413584,-1
ENSG00000255730,Homo_sapiens,19,41376757,41425001,1
ENSG00000188293,Homo_sapiens,19,46229752,46231243,1
ENSG00000173976,Homo_sapiens,19,3769089,3772221,-1
ENSG00000131408,Homo_sapiens,19,50377434,50378733,1
ENSG00000285188,Homo_sapiens,19,18207961,18255419,-1
ENSG00000166398,Homo_sapiens,19,34254537,34355586,1
ENSG00000183647,Homo_sapiens,19,57599885,57608267,1
ENSG00000197372,Homo_sapiens,19,23652801,23687202,-1
ENSG00000011304,Homo_sapiens,19,797392,812327,1
ENSG00000089327,Homo_sapiens,19,35164035,35169881,1
ENSG00000197128,Homo_sapiens,19,57473274,57477570,-1
ENSG00000173581,Homo_sapiens,19,55648919,55653033,1
ENSG00000142025,Homo_sapiens,19,41845325,41848832,1
ENSG00000256087,Homo_sapiens,19,52033420,52048820,-1
ENSG00000256060,Homo_sapiens,19,57363567,57365309,1
ENSG00000129951,Homo_sapiens,19,812488,821977,-1
ENSG00000223638,Homo_sapiens,19,55759014,55763175,1
ENSG00000268964,Homo_sapiens,19,53044738,53051076,1
ENSG00000142409,Homo_sapiens,19,56087366,56121280,-1
ENSG00000189052,Homo_sapiens,19,49043884,49045311,1
ENSG00000178951,Homo_sapiens,19,4047742,4065732,-1
ENSG00000077463,Homo_sapiens,19,4174861,4182533,-1
ENSG00000073008,Homo_sapiens,19,44644097,44659094,1
ENSG00000142347,Homo_sapiens,19,8520790,8577577,-1
ENSG00000243137,Homo_sapiens,19,43192704,43205774,-1
ENSG00000181896,Homo_sapiens,19,19668901,19680329,1
ENSG00000166289,Homo_sapiens,19,29666874,29674223,1
ENSG00000104969,Homo_sapiens,19,2767582,2770781,-1
ENSG00000204519,Homo_sapiens,19,57681979,57690654,1
ENSG00000105171,Homo_sapiens,19,29606321,29612119,1
ENSG00000185198,Homo_sapiens,19,685571,695461,-1
ENSG00000064687,Homo_sapiens,19,1040103,1065569,1
ENSG00000105219,Homo_sapiens,19,40223048,40224937,-1
ENSG00000171827,Homo_sapiens,19,37469080,37488652,1
ENSG00000105576,Homo_sapiens,19,12699194,12723996,-1
ENSG00000185236,Homo_sapiens,19,8390393,8402924,1
ENSG00000105609,Homo_sapiens,19,54250496,54257264,-1
ENSG00000167578,Homo_sapiens,19,40778378,40786978,1
ENSG00000186230,Homo_sapiens,19,57435329,57445485,1
ENSG00000088053,Homo_sapiens,19,55027605,55032865,-1
ENSG00000171487,Homo_sapiens,19,55999726,56061810,1
ENSG00000131943,Homo_sapiens,19,29698886,29715789,-1
ENSG00000161888,Homo_sapiens,19,11147599,11155769,-1
ENSG00000105419,Homo_sapiens,19,47414836,47419152,-1
ENSG00000105186,Homo_sapiens,19,32646604,32676597,-1
ENSG00000205138,Homo_sapiens,19,35995199,35996315,1
ENSG00000185761,Homo_sapiens,19,1506262,1513189,-1
ENSG00000248098,Homo_sapiens,19,41423109,41425002,1
ENSG00000128011,Homo_sapiens,19,39306568,39315336,-1
ENSG00000156413,Homo_sapiens,19,5830626,5839731,-1
ENSG00000167614,Homo_sapiens,19,54415526,54436719,1
ENSG00000130881,Homo_sapiens,19,33194584,33208867,1
ENSG00000256229,Homo_sapiens,19,20167274,20200490,1
ENSG00000088247,Homo_sapiens,19,6413430,6424775,-1
ENSG00000178201,Homo_sapiens,19,57454790,57457142,-1
